Sensor_ID,Press_Count,Max_Resistance_Change_Ohms,Avg_Resistance_Change_Ohms,Baseline_Resistance_Ohms,Max_Resistance_Ohms,Avg_Resistance_Ohms,Min_Resistance_Ohms
1851,23,10152.469999999998,6350.787391304349,31374.49,41526.96,37725.27739130436,36793.67
2148,23,328501.25,143176.9408695652,379970.25,708471.5,523147.19086956524,439984.91
28,23,12626.36,7682.828695652175,39403.42,52029.78,47086.24869565218,44415.61
282,23,834928.13,383602.8021739131,65169.12,900097.25,448771.9221739131,79699.56
666,23,733239.64,276918.3691304348,59772.61,793012.25,336690.97913043475,72958.16
762,23,861367.53,338635.5469565218,59416.6,920784.13,398052.14695652167,76838.91
906,23,834510.6,353476.96347826085,65586.65,900097.25,419063.6134782609,76288.51
2198,22,378274.19,215838.64363636365,521823.06,900097.25,737661.7036363636,575017.88
1528,22,593479.8200000001,276728.5554545455,395419.56,988899.38,672148.1154545455,439984.91
1768,22,560136.78,266471.25727272726,339960.47,900097.25,606431.7272727272,387544.88
129,22,30786.48999999999,16286.276363636362,89534.38,120320.87,105820.65636363634,99687.32
1925,22,256641.68999999994,209335.42409090901,708471.5,965113.19,917806.9240909092,861364.44
41,22,23429.489999999998,12899.51681818182,62370.57,85800.06,75270.08681818181,70346.52
73,22,44809.73000000001,26591.840454545458,132097.22,176906.95,158689.06045454543,145616.44
46,22,41426.640000000014,22537.0490909091,110345.59,151772.23,132882.63909090907,121579.19
47,22,41426.640000000014,22537.0490909091,110345.59,151772.23,132882.63909090907,121579.19
1208,22,516813.41000000003,227301.01772727276,425619.72,942433.13,652920.7377272727,477494.09
1334,22,79748.86,27292.27727272727,65867.58,145616.44,93159.85727272728,73981.77
2044,22,280427.88,190274.0259090909,708471.5,988899.38,898745.5259090909,793012.25
1031,22,21637.229999999996,12573.30727272727,36847.48,58484.71,49420.78727272726,41986.96
1171,22,27595.98999999999,14825.575454545451,86025.24,113621.23,100850.81545454543,94632.04
1306,22,24529.739999999998,10634.216818181822,54582.74,79112.48,65216.95681818181,60374.14
1317,22,23778.28,10437.147727272728,58141.67,81919.95,68578.81772727273,64212.57
1319,22,21844.670000000006,10077.347272727273,54994.24,76838.91,65071.58727272728,60495.69
1323,22,19960.740000000005,9257.955454545458,56693.92,76654.66,65951.87545454547,62370.57
1345,22,11098.3,7105.999545454543,31628.31,42726.61,38734.30954545454,36739.99
1364,22,14902.349999999995,9890.884090909087,31082.24,45984.59,40973.12409090909,36793.67
1382,22,50373.630000000005,23974.96272727273,41139.08,91512.71,65114.04272727272,47565.14
1430,22,60986.09,28156.569999999992,48305.81,109291.9,76462.37999999999,57132.8
1478,22,45793.100000000006,19800.114545454548,48305.81,94098.91,68105.92454545455,55621.39
1526,22,71773.89,21555.48090909091,39644.14,111418.03,61199.62090909092,45907.83
1718,22,60433.6,19997.065,42590.57,103024.17,62587.63500000001,48725.57
2006,22,97114.15999999999,21717.702272727274,40630.89,137745.05,62348.59227272728,46293.73
2085,22,10467.150000000001,7042.152272727276,26219.28,36686.43,33261.432272727274,31332.49
2102,22,60257.27,19578.495909090907,35184.73,95442.0,54763.22590909091,41203.32
1228,22,562462.88,224277.27363636362,379970.25,942433.13,604247.5236363637,421032.91
1235,22,397592.69,202013.7340909091,395419.56,793012.25,597433.2940909092,439984.91
1829,22,11583.700000000004,8334.43863636364,28921.71,40505.41,37256.148636363636,34252.03
1853,22,9504.550000000003,6444.858636363637,30876.0,40380.55,37320.858636363635,36053.13
1867,22,9464.580000000002,6159.1409090909065,31040.83,40505.41,37199.97090909092,36157.48
810,22,816897.95,371756.02454545454,63411.8,880309.75,435167.8245454546,73981.77
954,22,776674.6299999999,430939.7695454545,84689.81,861364.44,515629.5795454545,110700.96
474,22,923312.73,396090.17590909085,65586.65,988899.38,461676.8259090909,73296.59
1870,22,43874.58,23055.656363636357,91765.55,135640.13,114821.20636363636,105581.22
1871,22,43874.58,23055.656363636357,91765.55,135640.13,114821.20636363636,105581.22
2191,21,517142.04,232608.87238095235,471757.34,988899.38,704366.2123809524,521823.06
184,21,292817.5,239690.5404761905,696081.88,988899.38,935772.4204761904,793012.25
472,21,540349.28,197945.99190476193,339960.47,880309.75,537906.461904762,379970.25
126,21,31332.940000000002,15859.533809523808,88573.8,119906.74,104433.33380952381,97948.88
1385,21,38961.12,15995.959047619051,55939.52,94900.64,71935.47904761905,61608.8
2105,21,19738.979999999996,11111.235238095238,47565.14,67304.12,58676.37523809524,52600.88
2035,21,195887.13,151633.55857142856,793012.25,988899.38,944645.8085714284,942433.13
1076,21,17860.509999999995,12658.496666666664,34836.58,52697.09,47495.07666666667,41657.55
1191,21,22772.770000000004,13684.06047619048,77209.76,99982.53,90893.82047619045,86251.47
1301,21,27976.000000000007,12232.842380952381,55201.96,83177.96,67434.80238095237,61109.78
1311,21,22998.240000000005,9335.899523809527,55727.09,78725.33,65062.989523809534,61358.41
1371,21,12736.059999999998,7249.606190476193,31971.61,44707.67,39221.21619047619,37009.64
1397,21,16853.25,8443.687619047618,34156.08,51009.33,42599.76761904761,39283.93
1534,21,24596.039999999994,15867.464285714283,89777.44,114373.48,105644.90428571429,99101.66
1535,21,24596.039999999994,15867.464285714283,89777.44,114373.48,105644.90428571429,99101.66
1622,21,62727.93,18898.55095238095,35794.29,98522.22,54692.840952380946,43277.87
1910,21,54417.72,16865.382380952382,34156.08,88573.8,51021.46238095238,39403.42
1989,21,10678.849999999995,7433.119047619046,31374.49,42053.34,38807.609047619044,36686.43
2294,21,502480.4099999999,178127.8114285714,358884.03,861364.44,537011.8414285714,407834.16
1824,21,10258.230000000003,6588.810952380953,31928.39,42186.62,38517.200952380954,37009.64
1828,21,14131.54,7709.320476190475,29146.33,43277.87,36855.65047619048,34542.39
1831,21,8269.57,5991.8233333333355,30309.35,38578.92,36301.17333333333,35640.36
1839,21,8956.270000000004,6170.983333333333,29680.64,38636.91,35851.62333333333,34689.0
1846,21,10394.650000000005,6428.365238095239,30110.76,40505.41,36539.125238095236,35285.2
1850,21,10041.240000000002,6331.410476190476,32145.38,42186.62,38476.79047619047,37172.92
1862,21,70105.1,22505.887619047622,39887.21,109992.31,62393.0976190476,48641.14
378,21,728799.68,343445.94523809524,64212.57,793012.25,407658.51523809525,76838.91
330,21,915941.22,439302.028095238,72958.16,988899.38,512260.1880952382,94632.04
2275,20,290215.77999999997,75250.79650000001,293282.41,583498.19,368533.2065,322883.13
1246,20,267595.81999999995,236534.4005,721303.56,988899.38,957837.9604999998,843208.31
1247,20,267595.81999999995,236534.4005,721303.56,988899.38,957837.9604999998,843208.31
376,20,654822.69,262202.74299999996,334076.69,988899.38,596279.433,372678.72
520,20,508460.97,194767.04299999995,284551.28,793012.25,479318.32300000003,317555.0
568,20,654822.69,213879.30949999997,334076.69,988899.38,547955.9995,369134.25
952,20,459064.16000000003,210671.63400000002,483368.97,942433.13,694040.604,543388.5
2051,20,226194.19000000006,174310.658,762705.19,988899.38,937015.848,861364.44
125,20,28663.209999999992,15870.015999999998,82754.82,111418.03,98624.836,91512.71
127,20,29628.270000000004,16375.001,89051.75,118680.02,105426.751,98522.22
164,20,23894.799999999996,13033.968499999999,48895.18,72789.98,61929.148499999996,54787.84
165,20,25513.699999999997,13963.065500000002,48641.14,74154.84,62604.20550000002,55621.39
1150,20,69539.84,36501.49850000001,162702.02,232241.86,199203.51849999998,180386.63
1151,20,69539.84,36501.49850000001,162702.02,232241.86,199203.51849999998,180386.63
2045,20,267595.81999999995,218985.6274999999,721303.56,988899.38,940289.1874999998,861364.44
992,20,188957.28999999998,51480.880500000014,102094.18,291051.47,153575.0605,112877.99
1155,20,23764.350000000006,14462.4465,86936.61,110700.96,101399.0565,97100.13
1344,20,11695.369999999999,6994.0549999999985,32145.38,43840.75,39139.435,37337.34
1368,20,11526.5,6652.752499999997,30794.08,42320.58,37446.832500000004,35845.82
1392,20,10846.799999999996,6808.899499999995,36314.91,47161.71,43123.809499999996,41526.96
1402,20,11454.789999999994,7284.394999999997,34300.16,45754.95,41584.55499999999,39644.14
1486,20,42229.32000000001,24750.487499999996,112143.66,154372.98,136894.14749999996,125056.52
1487,20,42229.32000000001,24750.487499999996,112143.66,154372.98,136894.14749999996,125056.52
1589,20,10512.809999999998,6994.492499999998,21676.24,32189.05,28670.732500000002,26742.69
1703,20,10106.640000000007,6891.922500000003,33310.84,43417.48,40202.762500000004,38348.37
2098,20,8513.969999999998,6163.798000000001,27695.87,36209.84,33859.668,32765.05
2190,20,538820.72,217156.47599999997,403612.41,942433.13,620768.8859999999,450099.75
1237,20,528219.79,203299.908,460679.59,988899.38,663979.4979999999,508356.06
1378,20,12917.04,8002.742000000001,32990.79,45907.83,40993.532,38233.91
1690,20,10044.499999999996,6719.548999999999,30712.49,40756.99,37432.039000000004,35845.82
1825,20,11098.3,6488.847500000001,31628.31,42726.61,38117.157499999994,36901.41
1832,20,9214.130000000005,6011.513000000001,30309.35,39523.48,36320.863,35335.6
1837,20,9800.0,6700.782000000002,29603.42,39403.42,36304.202,35234.91
1848,20,8712.379999999997,5828.5525,30631.22,39343.6,36459.77250000001,35691.55
1726,20,30200.240000000005,18432.21,98522.22,128722.46,116954.43000000001,108599.64
1727,20,30200.240000000005,18432.21,98522.22,128722.46,116954.43000000001,108599.64
30,20,16434.519999999997,8608.664999999999,39826.22,56260.74,48434.884999999995,45226.35
426,20,914917.61,407911.21800000005,73981.77,988899.38,481892.98800000007,250766.73
2020,20,120470.56000000006,120470.56000000006,672541.69,793012.25,793012.25,793012.25
2158,20,207830.88,205714.08599999998,734602.25,942433.13,940316.3359999999,900097.25
2159,20,207830.88,205714.08599999998,734602.25,942433.13,940316.3359999999,900097.25
616,19,560770.39,190590.42157894737,232241.86,793012.25,422832.2815789474,266631.75
760,19,695616.97,175472.01578947372,293282.41,988899.38,468754.4257894737,334076.69
904,19,657691.04,207545.8236842105,331208.34,988899.38,538754.1636842105,387544.88
122,19,28490.42,17277.65684210527,85130.81,113621.23,102408.46684210526,97381.57
123,19,27569.22,15765.143157894736,88336.55,115905.77,104101.69315789474,97664.48
181,19,28932.469999999994,16513.562105263154,52987.48,81919.95,69501.04210526317,60617.66
1240,19,327549.0,194375.07684210525,661350.38,988899.38,855725.4568421054,734602.25
1241,19,327549.0,194375.07684210525,661350.38,988899.38,855725.4568421054,734602.25
1481,19,38029.83,16155.709473684212,65307.78,103337.61,81463.4894736842,72958.16
1865,19,24893.310000000005,13024.902105263156,55201.96,80095.27,68226.86210526316,61483.39
1913,19,18383.58,9839.666315789473,47484.0,65867.58,57323.66631578947,52697.09
1940,19,327549.0,157759.26263157892,661350.38,988899.38,819109.6426315788,734602.25
1952,19,226194.19000000006,151968.7915789474,762705.19,988899.38,914673.9815789475,880309.75
1308,19,21962.39,9165.169473684211,55621.39,77583.78,64786.55947368422,61483.39
1325,19,19448.799999999996,9211.624736842103,56476.62,75925.42,65688.2447368421,62370.57
1419,19,13438.11,7487.100526315789,37118.37,50556.48,44605.47052631579,42455.23
1460,19,9259.18,6344.529473684209,38063.23,47322.41,44407.75947368421,43277.87
2069,19,9946.460000000003,7359.81894736842,23642.52,33588.98,31002.338947368426,28847.41
2084,19,9485.470000000001,7081.745789473684,26154.89,35640.36,33236.63578947368,31206.99
711,19,12953.119999999995,7025.268421052629,25741.9,38695.02,32767.168421052636,30794.08
1694,19,10269.970000000001,6547.27157894737,32320.6,42590.57,38867.871578947364,37392.4
1696,19,11111.779999999999,6343.87947368421,33449.47,44561.25,39793.34947368421,38463.37
1701,19,11898.089999999997,7439.388947368418,33403.16,45301.25,40842.54894736842,38463.37
1835,19,9213.46,6217.755263157896,30189.96,39403.42,36407.71526315789,35285.2
615,19,11259.119999999999,6582.153684210529,24794.01,36053.13,31376.163684210533,29992.53
1670,19,68269.98,18284.331578947364,31123.74,99393.72,49408.07157894736,37447.59
1766,19,49344.700000000004,15416.576842105262,32990.79,82335.49,48407.366842105264,39644.14
1814,19,44184.770000000004,13991.396315789476,28773.39,72958.16,42764.786315789475,34836.58
2046,19,327549.0,196010.4352631579,661350.38,988899.38,857360.8152631578,734602.25
1678,19,28045.520000000004,16063.55578947369,77209.76,105255.28,93273.31578947367,87167.16
1679,19,28045.520000000004,16063.55578947369,77209.76,105255.28,93273.31578947367,87167.16
2014,19,36796.630000000005,17522.34315789474,93834.39,130631.02,111356.73315789475,103969.71
2015,19,36796.630000000005,17522.34315789474,93834.39,130631.02,111356.73315789475,103969.71
27,19,12537.289999999994,7776.767894736838,40256.3,52793.59,48033.067894736836,45602.89
1144,18,165282.55999999994,104525.05777777778,696081.88,861364.44,800606.9377777777,793012.25
1936,18,226194.19000000006,152013.7177777778,762705.19,988899.38,914718.9077777778,843208.31
2279,18,257688.47000000003,70916.63944444446,293282.41,550970.88,364199.0494444444,322883.13
424,18,608929.13,202912.87,379970.25,988899.38,582883.1199999999,430305.09
856,18,602472.66,201370.27833333335,339960.47,942433.13,541330.7483333334,403612.41
1480,18,456757.12999999995,250256.33055555556,508356.06,965113.19,758612.3905555555,566776.38
1864,18,547013.5700000001,260919.3016666667,395419.56,942433.13,656338.8616666668,439984.91
110,18,25799.679999999993,13029.497222222222,88573.8,114373.48,101603.29722222222,97948.88
1929,18,233961.63,146984.92166666666,708471.5,942433.13,855456.4216666667,793012.25
132,18,24086.84999999999,14526.927777777775,89534.38,113621.23,104061.30777777778,98811.18
154,18,17727.58,10953.463333333335,46216.13,63943.71,57169.59333333334,51841.71
155,18,19357.699999999997,10875.882222222219,44854.87,64212.57,55730.752222222225,51468.98
158,18,20010.559999999998,11966.410555555556,47001.92,67012.48,58968.330555555556,54582.74
161,18,19907.910000000003,11731.63666666667,46527.84,66435.75,58259.476666666655,52987.48
162,18,21331.340000000004,12576.186666666668,47161.71,68493.05,59737.896666666675,53975.16
163,18,17173.68,10416.566666666664,41657.55,58831.23,52074.11666666666,47161.71
167,18,22317.22,13910.539999999997,49151.41,71468.63,63061.94999999999,56912.64
170,18,18646.4,12415.939444444442,47646.51,66292.91,60062.44944444445,53280.57
172,18,20558.940000000002,12806.020555555557,47484.0,68042.94,60290.02055555556,52600.88
174,18,25855.61,14408.930555555555,48473.0,74328.61,62881.930555555555,55939.52
178,18,22972.440000000002,12844.700555555555,51009.33,73981.77,63854.03055555556,56585.1
188,18,51970.500000000015,35840.532777777786,102402.48,154372.98,138243.0127777778,113621.23
229,18,13597.190000000002,8182.330555555556,34542.39,48139.58,42724.72055555556,39583.74
32,18,766732.3999999999,252939.48722222215,94632.04,861364.44,347571.5272222222,105255.28
278,18,43423.6,14834.367222222221,34348.4,77772.0,49182.76722222222,39704.69
1433,18,41578.479999999996,18629.684444444443,63676.8,105255.28,82306.48444444445,71631.49
2009,18,23580.210000000006,11846.816666666671,55727.09,79307.3,67573.90666666668,61608.8
2296,18,416728.28,169765.99611111113,483368.97,900097.25,653134.9661111111,536008.31
2297,18,416728.28,169765.99611111113,483368.97,900097.25,653134.9661111111,536008.31
2041,18,226194.19000000006,171955.5016666667,762705.19,988899.38,934660.6916666667,880309.75
2194,18,517142.04,192012.70944444445,471757.34,988899.38,663770.0494444445,521823.06
1184,18,272793.89,135450.26111111112,167191.02,439984.91,302641.2811111111,187749.41
1300,18,23636.239999999998,10746.236666666671,56260.74,79896.98,67006.97666666665,61987.67
1305,18,23483.71,9764.934999999998,52987.48,76471.19,62752.415,58484.71
1331,18,16090.099999999991,7805.594444444442,49496.55,65586.65,57302.14444444444,54582.74
1332,18,15673.129999999997,7793.114444444444,48810.25,64483.38,56603.36444444444,54378.94
1350,18,13894.980000000003,9510.646111111111,26610.43,40505.41,36121.07611111111,31713.61
1353,18,15475.96,10619.558888888889,25154.93,40630.89,35774.48888888889,31082.24
1354,18,10636.510000000002,6680.801666666665,30631.22,41267.73,37312.02166666667,35640.36
1370,18,11413.879999999997,7007.472777777774,33588.98,45002.86,40596.45277777778,38695.02
1373,18,12530.350000000002,7246.850000000002,31885.26,44415.61,39132.11,36901.41
1393,18,12356.57,7078.715000000002,35949.24,48305.81,43027.955,41267.73
1396,18,14079.029999999999,8002.5694444444425,34060.55,48139.58,42063.11944444445,39283.93
1401,18,15034.75,9795.863333333333,29526.5,44561.25,39322.363333333335,35134.67
1445,18,10819.439999999995,7787.9861111111095,34935.51,45754.95,42723.496111111104,40132.67
1509,18,11571.439999999999,7528.64722222222,30349.31,41920.75,37877.95722222223,35640.36
1909,18,10527.309999999998,6608.529444444444,30229.68,40756.99,36838.209444444445,35234.91
2087,18,7790.260000000002,5986.090555555555,27145.25,34935.51,33131.34055555555,32232.81
2189,18,444767.72,204664.61,455329.53,900097.25,659994.14,521823.06
1236,18,367392.53,154869.7166666667,425619.72,793012.25,580489.4366666666,471757.34
1348,18,12867.200000000004,7437.37166666667,30550.28,43417.48,37987.651666666665,35640.36
1684,18,14101.61,8204.746666666668,29953.28,44054.89,38158.02666666667,35335.6
1833,18,10362.220000000001,6357.167777777779,28921.71,39283.93,35278.87777777777,34060.55
1973,18,10219.399999999998,7348.013888888889,29184.02,39403.42,36532.03388888889,34252.03
1988,18,9638.060000000001,7102.505555555557,31501.02,41139.08,38603.525555555556,37118.37
1822,18,20572.479999999996,14728.31888888889,71959.17,92531.65,86687.48888888888,81919.95
1823,18,20572.479999999996,14728.31888888889,71959.17,92531.65,86687.48888888888,81919.95
17,18,12545.96,8757.277777777776,38463.37,51009.33,47220.647777777776,44561.25
18,18,12380.690000000002,8145.984444444444,38811.68,51192.37,46957.66444444445,44126.66
2037,18,149420.88,109436.99333333333,793012.25,942433.13,902449.2433333333,900097.25
808,17,663286.69,219079.8817647059,325612.69,988899.38,544692.5717647058,369134.25
1720,17,528219.79,239548.24470588233,460679.59,988899.38,700227.8347058824,528822.38
114,17,33153.70999999999,15860.046470588233,87167.16,120320.87,103027.20647058824,98811.18
128,17,529148.3,231412.98882352942,205453.95,734602.25,436866.93882352946,226638.0
121,17,28268.369999999995,16901.81705882353,85352.86,113621.23,102254.67705882352,94364.8
144,17,19880.010000000002,11888.847058823529,46843.01,66723.02,58731.85705882353,52987.48
145,17,23179.949999999997,12396.426470588236,47484.0,70663.95,59880.42647058824,54176.42
146,17,20070.43,11883.35,48725.57,68796.0,60608.92,54480.68
151,17,21411.350000000006,12550.911764705887,47081.7,68493.05,59632.611764705885,52987.48
152,17,19552.83,10821.57411764706,45754.95,65307.78,56576.52411764705,51841.71
153,17,19433.83,11629.96294117647,47001.92,66435.75,58631.882941176475,52029.78
159,17,19656.770000000004,11663.317647058822,46922.36,66579.13,58585.67764705882,51935.61
168,17,18919.11,11440.73352941177,46527.84,65446.95,57968.57352941176,52029.78
169,17,21392.910000000003,13260.964705882356,47403.09,68796.0,60664.05470588236,54480.68
171,17,19588.240000000005,12887.76823529412,48305.81,67894.05,61193.57823529412,54685.13
173,17,18285.239999999998,11400.917058823528,47161.71,65446.95,58562.627058823535,53975.16
175,17,20962.070000000007,12809.382941176475,50021.84,70983.91,62831.22294117646,58028.08
177,17,17392.340000000004,11356.24411764706,51100.71,68493.05,62456.95411764706,58028.08
179,17,20571.260000000002,12338.395294117649,49933.65,70504.91,62272.04529411765,56368.51
180,17,22984.75,13111.156470588236,48810.25,71795.0,61921.406470588234,55621.39
187,17,18710.579999999994,11074.125294117644,49933.65,68644.23,61007.77529411765,55097.93
224,17,549978.02,199749.1288235294,79896.98,629875.0,279646.10882352944,89534.38
320,17,826287.83,186156.48470588238,73809.42,900097.25,259965.90470588233,82754.82
1673,17,17791.440000000002,9847.07411764706,44707.67,62499.11,54554.74411764706,50199.01
4,17,14101.79,10817.43,29526.5,43628.29,40343.92999999999,36739.99
1398,17,15860.259999999998,10656.782941176472,28847.41,44707.67,39504.19294117648,35640.36
1414,17,13896.480000000003,7174.98235294118,35949.24,49845.72,43124.22235294117,41139.08
1504,17,10263.080000000002,6461.527647058824,30876.0,41139.08,37337.52764705882,35897.47
1508,17,12389.02,7293.065294117648,30269.48,42658.5,37562.54529411765,35285.2
2060,17,961549.54,849170.1305882352,27349.84,988899.38,876519.9705882354,32855.06
2061,17,961549.54,849170.1305882352,27349.84,988899.38,876519.9705882354,32855.06
2062,17,961549.54,849170.1305882352,27349.84,988899.38,876519.9705882354,32855.06
2063,17,961549.54,849170.1305882352,27349.84,988899.38,876519.9705882354,32855.06
2068,17,11273.61,7285.942941176472,23366.42,34640.03,30652.36294117647,28553.0
2095,17,8957.589999999997,5997.396470588234,27836.08,36793.67,33833.47647058824,32855.06
1361,17,10512.880000000005,7037.352941176472,29992.53,40505.41,37029.882941176475,35034.87
1394,17,9784.309999999998,6961.205882352941,35742.86,45527.17,42704.06588235294,41267.73
1422,17,17254.380000000005,10239.318823529415,34493.74,51748.12,44733.05882352942,39644.14
1830,17,10541.669999999998,6504.822352941177,28921.71,39463.38,35426.532352941176,34108.26
1978,17,8429.91,6676.272352941176,29184.02,37613.93,35860.29235294118,34445.18
1984,17,7715.539999999997,6301.701176470588,32232.81,39948.35,38534.511176470594,37392.4
759,17,10563.64,7428.398823529412,26122.79,36686.43,33551.18882352942,31458.76
14,17,13532.079999999994,8484.338235294117,39165.01,52697.09,47649.34823529412,44854.87
19,17,11611.129999999997,7822.748823529409,39765.37,51376.5,47588.1188235294,45301.25
29,17,10561.79,7046.147647058824,39283.93,49845.72,46330.077647058824,44561.25
2271,16,215073.65000000002,66365.41250000003,293282.41,508356.06,359647.8225,322883.13
80,16,591456.6599999999,133701.94749999998,288853.09,880309.75,422555.03750000003,320197.59
124,16,23740.839999999997,17064.328125,86251.47,109992.31,103315.798125,95170.63
147,16,22173.660000000003,12781.911250000001,48810.25,70983.91,61592.161250000005,54685.13
148,16,23341.539999999994,12661.471874999996,47322.41,70663.95,59983.88187499999,54480.68
149,16,22288.549999999996,12392.568749999997,49670.62,71959.17,62063.18875,54787.84
150,16,18417.210000000006,11463.453750000002,48305.81,66723.02,59769.26375,53975.16
156,16,20003.089999999997,11792.59,48641.14,68644.23,60433.729999999996,54994.24
157,16,18504.1,12326.640624999996,47646.51,66150.61,59973.150624999995,55201.96
166,16,18848.339999999997,11589.378749999998,45907.83,64756.17,57497.208750000005,51654.79
190,16,57133.25,35606.169375,126864.97,183998.22,162471.13937499997,145026.52
191,16,57133.25,35606.169375,126864.97,183998.22,162471.13937499997,145026.52
213,16,19853.190000000002,8485.464375000001,29992.53,49845.72,38477.994374999995,35742.86
215,16,21476.450000000004,8320.782500000001,29992.53,51468.98,38313.3125,35234.91
236,16,34946.84,22624.072499999995,76471.19,111418.03,99095.2625,91010.8
951,16,42570.12,19028.854999999996,39765.37,82335.49,58794.225,45754.95
1529,16,25733.609999999993,13268.423124999998,53378.87,79112.48,66647.293125,59653.54
1721,16,31619.510000000002,14963.442499999997,57914.87,89534.38,72878.3125,64212.57
1136,16,334724.86000000004,125479.988125,125954.73,460679.59,251434.718125,139364.05
1299,16,22882.340000000004,9936.556249999998,58831.23,81713.57,68767.78625,64756.17
1302,16,24936.059999999998,10515.107500000002,54176.42,79112.48,64691.5275,59653.54
1322,16,17098.329999999994,9162.718749999996,56368.51,73466.84,65531.22875,62370.57
1324,16,14215.0,8636.9375,51935.61,66150.61,60572.5475,57465.76
1328,16,381968.26,75500.28249999999,119906.74,501875.0,195407.0225,133594.3
1357,16,10479.920000000002,6816.523125,30917.09,41397.01,37733.613125,35949.24
1366,16,11508.329999999998,7370.640624999999,31082.24,42590.57,38452.880625000005,36473.41
1399,16,11694.399999999994,6948.9337499999965,34060.55,45754.95,41009.48375,39165.01
1403,16,11218.830000000002,6800.543750000001,34689.0,45907.83,41489.543750000004,39765.37
1421,16,16549.590000000004,7881.503125000002,36632.99,53182.58,44514.493125,41657.55
1492,16,11530.29,8001.856250000001,27281.39,38811.68,35283.24625,32586.16
1520,16,875275.11,201782.41999999998,67158.02,942433.13,268940.44,73981.77
2196,16,563279.66,162327.11187500003,425619.72,988899.38,587946.8318749999,471757.34
1420,16,14335.020000000004,7893.003125000003,35335.6,49670.62,43228.603125,40380.55
1498,16,8602.489999999998,6528.4725,28191.18,36793.67,34719.652500000004,33310.84
1826,16,9403.29,6970.208125,31290.57,40693.86,38260.778125,36314.91
1836,16,11598.48,7814.172499999999,27213.2,38811.68,35027.3725,32945.45
1982,16,9067.05,6394.751875,31501.02,40568.07,37895.771875000006,36579.68
22,16,10401.419999999998,6957.6,38578.92,48980.34,45536.52,43840.75
24,16,10917.630000000005,7198.430625000001,38578.92,49496.55,45777.350625,43840.75
25,16,10975.600000000006,7377.799375000002,38695.02,49670.62,46072.819375,43840.75
36,16,11336.299999999996,7610.901249999996,40505.41,51841.71,48116.31125,45602.89
712,15,720384.94,213697.836,268514.44,988899.38,482212.276,312394.69
113,15,20624.949999999997,14271.298666666671,87631.56,108256.51,101902.85866666665,96820.16
120,15,24731.289999999994,15296.130666666668,84909.8,109641.09,100205.93066666667,94632.04
212,15,20545.370000000003,8305.557333333334,29564.92,50110.29,37870.47733333333,34640.03
327,15,24823.370000000003,13718.514,35794.29,60617.66,49512.804,43487.57
332,15,36037.08,26258.078,76106.58,112143.66,102364.658,91512.71
375,15,16932.6,9138.184666666668,30309.35,47241.95,39447.53466666667,35691.55
380,15,26526.40000000001,20257.030666666673,68644.23,95170.63,88901.26066666665,77209.76
423,15,24025.64,12134.764000000005,33776.39,57802.03,45911.154,40380.55
428,15,34247.28999999999,23889.733999999997,75745.02,109992.31,99634.754,88812.2
471,15,20472.989999999998,10779.965333333335,32320.6,52793.59,43100.565333333325,38233.91
476,15,33949.81,24732.649333333342,71959.17,105908.98,96691.81933333333,86251.47
524,15,22667.310000000005,17709.738000000005,62242.49,84909.8,79952.22800000003,73981.77
620,15,21982.109999999993,15968.519333333328,57914.87,79896.98,73883.38933333334,65307.78
716,15,24893.059999999998,17930.24533333333,61358.41,86251.47,79288.65533333334,71306.41
764,15,28895.940000000002,20759.99133333333,62114.86,91010.8,82874.85133333334,74854.26
812,15,36459.28,24498.974000000002,68796.0,105255.28,93294.97399999999,83177.96
860,15,55424.42999999999,30670.78933333333,70983.91,126408.34,101654.69933333335,87167.16
903,15,23099.160000000003,9308.013333333334,30876.0,53975.16,40184.013333333336,36053.13
908,15,53208.03,26101.669333333335,68796.0,122004.03,94897.66933333332,82127.26
944,15,294617.39,76782.95266666665,85352.86,379970.25,162135.81266666666,94098.91
949,15,34558.7,15928.322666666665,36105.25,70663.95,52033.57266666665,41139.08
950,15,37950.28,14729.958,43557.83,81508.11,58287.78799999999,48980.34
953,15,47493.090000000004,18671.50333333333,56476.62,103969.71,75148.12333333334,64212.57
956,15,92641.09,49879.88599999999,89534.38,182175.47,139414.26599999997,106570.16
1154,15,21432.479999999996,14085.727333333332,87167.16,108599.64,101252.88733333333,96820.16
1625,15,25675.960000000006,11578.118666666669,48305.81,73981.77,59883.92866666667,54787.84
1817,15,17576.259999999995,9020.584666666664,41139.08,58715.34,50159.664666666664,46293.73
1309,15,21812.690000000002,10104.604666666664,56912.64,78725.33,67017.24466666667,62628.1
1318,15,22892.200000000004,9870.594666666668,55833.13,78725.33,65703.72466666665,61483.39
1351,15,11217.61,7037.3740000000025,30309.35,41526.96,37346.724,35691.55
1352,15,10942.95,6988.78,30389.34,41332.29,37378.119999999995,35742.86
1355,15,10473.650000000001,6703.123999999997,30794.08,41267.73,37497.204000000005,35845.82
1359,15,10960.96,6822.496666666668,30631.22,41592.18,37453.71666666667,35845.82
1376,15,434027.45,97255.57266666666,74328.61,508356.06,171584.18266666666,82127.26
1404,15,11519.169999999998,6617.185333333336,34542.39,46061.56,41159.575333333334,39644.14
1472,15,857523.33,121797.68066666667,84909.8,942433.13,206707.48066666664,94632.04
1712,15,619356.14,111079.22466666668,64756.17,684112.31,175835.39466666666,71959.17
